기준일ID,시간대구분,시군구명,읍면동명,총생활인구수,남자 10대,남자 20대,남자 30대,남자 40대,남자 50대,남자 60대,남자 70대,여자 10대,여자 20대,여자 30대,여자 40대,여자 50대,여자 60대,여자 70대
주말(7월1일),9,노원구,상계3.4동,25448.0955,738.1083,648.9264,797.1324,1096.7349,1001.8936,715.1239,1664.0529,748.6681,623.8226,752.8871,1042.1258,1236.6851,958.8352,2719.213
주말(7월1일),9,노원구,상계5동,24208.0011,815.5589,814.7957,736.3056,1009.9972,904.4458,648.0739,1272.6849,806.9818,739.423,782.481,1155.0632,1086.797,706.1391,2202.2218
주말(7월1일),9,노원구,상계6.7동,36248.9983,1047.3111,1019.113,1308.2785,1412.7927,1215.7703,636.2474,1307.1047,1029.2987,1216.3106,1368.2039,1893.1473,1522.7215,938.5172,3251.2852
주말(7월1일),9,노원구,상계8동,17866.2927,605.8639,387.1783,854.2494,668.6402,475.5538,320.4161,587.4878,535.899,491.567,962.2092,740.0769,645.1818,401.4751,1034.0061
주말(7월1일),9,노원구,상계9동,22925.4453,853.8369,625.177,772.3044,928.5109,765.307,475.2139,1012.6149,862.1235,630.3581,976.3882,1140.9347,957.1271,483.2065,1471.6923
주말(7월1일),9,노원구,상계10동,16296.6758,550.9392,525.1678,583.0246,614.1034,595.9371,397.3243,698.4868,575.8904,570.983,581.343,760.2588,719.1403,388.7475,898.8098
주말(7월1일),9,은평구,녹번동,38847.7259,925.8962,1173.9424,1527.7449,1550.8691,1317.5224,867.0367,2200.5173,845.4018,1327.0259,1557.6324,1606.9553,1655.413,1213.5415,3716.892
주말(7월1일),9,은평구,불광제1동,36113.8441,859.8858,1078.8768,1413.6371,1275.9013,1156.5128,817.4567,2015.3523,771.9148,1197.7159,1571.6238,1518.9763,1590.2337,1242.042,3423.4739
주말(7월1일),9,은평구,불광제2동,28360.4267,700.1781,983.5097,1099.2395,1044.1705,1061.9841,642.7405,1579.422,729.8822,974.2389,1058.5633,1173.7116,1270.1417,932.9045,2577.9084
주말(7월1일),9,은평구,갈현제1동,26149.0278,706.4796,1014.8858,1023.5018,965.7635,862.4699,605.069,1218.6977,705.5504,1028.5498,925.3604,1181.0718,1170.946,812.9051,2393.8669
주말(7월1일),9,은평구,갈현제2동,27293.183,860.4419,908.5191,1196.8174,995.4954,913.8558,536.2114,1396.9116,828.0651,1009.4667,1031.5612,1207.3771,1097.1618,757.6595,2143.6633
주말(7월1일),9,은평구,구산동,29784.3639,928.637,889.8726,1105.146,1152.0542,973.0506,786.2003,1542.0887,1082.0225,1056.9094,1157.4347,1269.3957,1378.6057,870.2581,2483.8313
주말(7월1일),9,은평구,대조동,33961.613,738.1903,1357.9319,1459.3777,1294.3931,1072.9228,695.2987,1807.9521,884.9351,1404.9716,1343.7077,1504.5707,1296.0871,1114.0751,3218.7617
주말(7월1일),9,은평구,응암제1동,26362.613,1118.0122,722.2644,1049.9687,1012.4322,803.9951,509.8568,1222.6147,1127.2462,842.5729,1054.3036,1046.4926,958.0318,718.351,2144.2248
주말(7월1일),9,은평구,응암제2동,18305.8479,466.8442,459.7399,946.4976,767.6721,499.2341,325.0721,697.1561,432.4602,527.9541,966.5022,739.4885,682.036,471.0923,1457.8429
주말(7월1일),9,은평구,응암제3동,25897.8043,665.8881,1036.8624,1112.971,903.4873,868.1672,452.0929,1262.9888,662.4792,995.3854,1087.9379,1080.2221,1084.0718,771.109,2329.1478
주말(7월1일),9,은평구,역촌동,51710.2477,1472.5643,1716.1969,2215.3389,2086.7049,1631.3811,1143.3521,2370.2512,1383.0019,1916.8191,2221.0488,2354.049,2202.9221,1522.2463,4084.995
주말(7월1일),9,은평구,신사제1동,24824.8521,679.3969,862.9666,1051.392,1024.976,875.5822,528.9442,1111.4436,660.971,872.4051,1006.3667,1001.5252,1101.2828,727.2405,1926.0385
주말(7월1일),9,은평구,신사제2동,18954.946,644.7134,599.1547,705.4185,774.3467,702.2711,454.9995,969.5226,500.2056,557.3661,640.7188,711.9616,876.5996,557.541,1458.8921
주말(7월1일),9,은평구,증산동,13484.9258,368.7836,436.1909,513.6135,473.4676,505.9158,383.5575,800.1417,348.1701,419.5023,509.6576,582.5674,541.5047,418.4228,1074.3475
주말(7월1일),9,은평구,수색동,12074.7565,274.5718,377.0417,464.4039,514.1622,425.8651,320.5901,626.3679,254.1864,460.138,403.7198,438.1753,451.703,384.1315,1002.315
주말(7월1일),9,은평구,진관동,66111.778,2332.3814,1589.3301,2218.1632,3280.8249,2188.024,1369.6449,3046.3211,2170.1231,1840.407,2699.637,2801.0249,2297.4686,1645.314,5075.2761
주말(7월1일),9,서대문구,천연동,19033.6142,443.7263,494.9263,704.5984,837.8567,716.5817,386.9848,1218.23,504.4455,598.5818,727.6072,780.5493,766.931,514.6413,1713.4026
주말(7월1일),9,서대문구,북아현동,25822.8933,396.0883,948.2024,1268.419,1016.303,905.8933,373.0158,945.5281,420.9056,1231.3667,1160.8979,1026.4213,1039.5748,565.606,1742.0502
주말(7월1일),9,서대문구,충현동,36841.1691,819.9122,1529.0611,1561.9353,1670.3432,1263.9972,653.537,1669.5623,1092.9323,1774.8564,1645.5361,1409.3507,1541.3753,782.0414,2830.4007
주말(7월1일),9,서대문구,신촌동,51436.8685,1029.1183,3862.2525,1705.6125,1494.9389,1277.7881,674.1555,1638.7291,1720.2435,4777.23,1503.338,1508.9591,1426.6167,987.0999,2500.6815
주말(7월1일),9,서대문구,연희동,44412.2782,942.9111,2692.4024,1763.4229,1633.9945,1249.817,733.6025,2088.7273,1074.821,2395.3736,1739.7778,1630.34,1514.0753,1053.3691,2927.9818
주말(7월1일),9,서대문구,홍제제1동,30068.1493,720.7399,977.289,1031.3333,1198.7148,1064.2281,696.9008,1537.7661,827.6142,929.5115,1099.0175,1230.7913,1409.0872,888.3603,2773.6767
주말(7월1일),9,서대문구,홍제제3동,19487.4242,644.8834,630.0499,570.9214,743.1612,710.4782,417.0915,1178.3818,562.7241,564.1002,604.5618,908.6026,861.5095,635.0916,2020.1398
주말(7월1일),9,서대문구,홍제제2동,7569.4631,154.5303,217.5777,228.6871,305.0804,288.3618,177.9615,432.9033,243.5502,237.9962,301.0255,345.5045,375.3663,187.1751,809.3771
주말(7월1일),9,서대문구,홍은제1동,15651.3251,496.654,502.6225,459.2917,598.5606,639.4292,357.4243,851.1491,565.3459,500.1406,483.8784,635.4299,666.7701,463.1679,1319.592
주말(7월1일),9,서대문구,홍은제2동,30986.6249,920.2477,1068.9004,1187.5813,1433.4602,1074.5841,596.2063,1515.0812,884.9384,1169.3546,1147.9418,1273.5437,1152.5054,831.0334,2777.4088
주말(7월1일),9,서대문구,남가좌제1동,16491.2296,374.0571,406.9981,632.055,670.2274,445.455,215.632,753.2772,351.8021,436.0052,811.7932,674.3572,522.8307,425.8277,1104.0055
주말(7월1일),9,서대문구,남가좌제2동,20558.8502,673.6624,881.6678,648.8011,790.923,618.6411,355.7234,1062.7025,549.9169,729.4281,729.7472,947.1923,789.7225,575.7874,1769.2409
주말(7월1일),9,서대문구,북가좌제1동,16669.9436,458.4853,490.2436,654.9802,811.7692,614.9008,354.0804,768.0362,445.2997,542.6703,797.4575,746.7423,657.9331,502.6038,1424.4061
주말(7월1일),9,서대문구,북가좌제2동,36476.8465,1055.6521,1276.4617,1427.9724,1589.5691,1309.0335,850.0515,1828.4771,925.7369,1262.1894,1246.3027,1471.5198,1551.2429,1036.2438,3116.9176
주말(7월1일),9,마포구,아현동,28383.4401,494.5558,949.4831,1442.7123,1042.7289,857.1141,474.2048,1107.7501,552.5519,1342.6907,1484.6311,1099.6142,988.5244,565.7861,1639.7174
주말(7월1일),9,마포구,공덕동,37417.4851,975.4051,1583.4719,1694.0504,1572.4877,1328.8297,649.2359,1436.1904,869.6626,1901.542,1653.9379,1575.6884,1518.3624,884.9299,2532.2682
주말(7월1일),9,마포구,도화동,22657.0741,420.6679,823.5008,1005.5483,949.0226,793.6082,478.6935,1058.4363,488.8743,1071.4818,1077.3519,901.4304,897.4037,574.4546,1606.2854
주말(7월1일),9,마포구,용강동,23247.1027,461.6852,752.2599,1128.9554,1083.6297,745.26,402.8627,1004.1898,441.3117,997.7639,1130.628,976.6182,871.2327,537.4804,1638.7472
주말(7월1일),9,마포구,대흥동,22573.9306,720.5006,1541.4566,717.3575,740.9333,619.6964,359.1648,774.1364,698.9962,1618.9563,656.3757,657.3482,693.6906,499.5097,1453.1936
주말(7월1일),9,마포구,염리동,10773.2078,276.6936,419.6186,398.8696,379.5652,362.6728,184.8329,495.7562,364.7043,568.3894,415.7634,433.2244,395.305,258.8039,657.4587
주말(7월1일),9,마포구,신수동,21850.1392,585.5488,808.8813,894.057,880.391,696.3512,421.3966,974.5648,560.3488,776.4431,987.3616,922.7722,818.9313,518.8394,1614.7794
주말(7월1일),9,마포구,서강동,28103.503,735.3509,1368.3601,1222.637,1096.8899,832.9946,486.1024,1083.7297,881.5118,1392.0987,1325.6113,1048.0926,984.2824,709.4953,1579.2662
주말(7월1일),9,마포구,서교동,59804.7323,1488.4878,4001.6271,2757.3092,2047.2038,1331.711,791.2825,2112.2945,1999.549,4514.0161,2662.4087,1847.8753,1552.3958,1025.9781,3520.801
주말(7월1일),9,마포구,합정동,22225.0119,358.3298,1274.3964,1185.1534,766.654,663.3483,389.4507,757.6331,409.8603,1501.7269,1060.9817,721.8453,674.9865,447.0679,1332.5106
주말(7월1일),9,마포구,망원제1동,20798.7982,562.8922,879.4056,1132.3383,910.922,568.9107,359.8927,883.7599,406.3729,1134.5791,1149.9059,766.8916,712.1014,546.8141,1372.4271
주말(7월1일),9,마포구,망원제2동,19575.5106,545.6923,682.4532,1032.3947,803.9556,632.4522,351.8914,767.3443,463.9757,965.0226,1053.0969,944.9239,612.1667,463.2205,1244.7277
주말(7월1일),9,마포구,연남동,16323.7071,315.9306,838.2497,840.097,602.6384,415.7065,263.4134,637.2866,367.9714,1108.8479,903.7249,590.1853,511.5341,354.3796,1095.637
주말(7월1일),9,마포구,성산제1동,23323.7644,567.226,1005.9034,1300.7828,1097.3692,577.829,355.471,934.2461,631.8964,1260.6109,1186.4564,1137.2666,722.7735,550.6283,1611.7495
주말(7월1일),9,마포구,성산제2동,42737.9659,1183.4963,1549.1434,1852.1653,1738.4465,1388.8869,792.201,1675.7602,1049.575,1963.3487,2042.0124,1843.3695,1397.693,885.5894,3298.7446
주말(7월1일),9,마포구,상암동,37773.2109,965.9176,1359.863,1706.821,2112.6881,1246.1449,652.1128,1331.911,946.2938,1554.8326,1750.7723,1565.2592,1181.2365,785.4153,2209.4856
주말(7월1일),6,종로구,청운효자동,14069.4527,415.6753,533.4954,540.9196,593.8266,460.1899,224.762,629.6105,343.7051,432.0608,643.7043,696.2472,466.8744,411.7809,1252.3289
주말(7월1일),6,종로구,사직동,16460.2471,262.132,485.5698,687.1974,750.1203,497.3928,447.2161,935.8313,333.8492,645.4067,682.8845,626.3823,676.4895,396.8904,1792.4828
주말(7월1일),6,종로구,삼청동,4796.4748,192.8922,185.1977,181.2931,246.5937,156.0363,132.3039,292.7468,118.9345,130.735,190.8597,159.6103,177.4437,118.1962,544.6368
주말(7월1일),6,종로구,부암동,13604.6547,378.088,411.8839,425.7553,559.6777,571.392,239.5538,804.1682,447.4576,366.9917,512.1625,686.2167,523.1919,374.6776,1434.4087
주말(7월1일),6,종로구,평창동,22645.9444,700.533,637.8434,571.2949,881.5115,907.5432,503.4627,1422.8451,663.346,503.2414,757.9476,1089.5678,1057.7179,658.7971,2494.7622
주말(7월1일),6,종로구,무악동,8519.3925,167.7395,201.3942,268.2268,421.5443,320.7028,201.5395,435.6094,231.5554,229.1583,317.4782,363.9808,336.9953,248.205,855.2535
주말(7월1일),6,종로구,교남동,9182.3736,243.9584,288.7112,342.5324,458.5895,338.03,168.7778,410.8748,251.0828,313.3649,319.2099,400.5095,367.3873,262.5798,747.7012
주말(7월1일),6,종로구,가회동,5207.3736,142.6481,129.6269,184.1807,284.7803,174.4353,134.7092,162.5067,124.4391,184.7053,251.4653,259.1747,216.8693,133.2613,467.0195
주말(7월1일),6,종로구,종로1.2.3.4가동,26078.6511,362.9752,2129.7004,1243.4785,1357.3391,1226.8052,646.5006,1458.4675,305.3335,1355.0604,687.3663,812.8092,716.3946,470.7737,1484.9975
주말(7월1일),6,종로구,종로5.6가동,9932.7163,196.0338,576.1075,359.0892,463.9704,505.6487,296.3128,601.5449,198.3349,394.6891,244.9034,386.4443,393.773,285.1316,915.6849
주말(7월1일),6,종로구,이화동,14644.1971,273.0364,833.4359,573.4041,431.2855,457.1273,343.0851,631.4655,291.5413,962.0351,582.0314,493.911,546.942,470.6549,1327.6788
주말(7월1일),6,종로구,혜화동,30230.0512,1056.2162,1908.7491,861.2534,1095.545,725.99,453.7543,1269.5978,1232.8766,1458.2917,914.6246,1067.362,862.4467,637.3758,2006.249
주말(7월1일),6,종로구,창신제1동,9787.8368,170.3562,375.2428,398.8537,372.602,513.7091,263.4146,524.726,178.0563,406.7007,342.9342,392.8057,451.8784,300.8261,788.9942
주말(7월1일),6,종로구,창신제2동,11323.78,274.5319,343.6704,337.475,545.741,552.2514,269.6344,521.3625,326.0697,391.644,329.7789,552.3964,565.5724,390.7181,839.2091
주말(7월1일),6,종로구,창신제3동,5737.551,131.8095,199.9895,247.6998,271.3776,238.8241,102.0821,271.2132,147.2807,187.8391,262.407,261.8861,272.4862,115.0656,356.3445
주말(7월1일),6,종로구,숭인제1동,7324.861,149.5526,272.7996,301.7048,309.2085,346.7349,208.1371,402.8416,159.3185,238.9686,322.1374,297.6046,311.4864,189.5587,573.3046
주말(7월1일),6,종로구,숭인제2동,12681.4981,218.8222,675.0786,581.6552,521.0967,588.1261,312.2394,563.2018,262.498,677.5532,561.8788,481.2509,514.7295,317.1675,744.8367
주말(7월1일),6,중구,소공동,7691.6675,67.8229,429.6536,554.5826,466.978,348.1865,183.428,289.7496,102.7654,427.3635,365.4804,283.2517,203.1571,99.1068,406.0858
주말(7월1일),6,중구,회현동,8345.5712,67.231,382.3776,439.4641,450.28,410.8422,327.7295,413.8391,71.6121,343.584,376.7438,281.1282,334.7485,214.2973,447.7153
주말(7월1일),6,중구,명동,10376.2663,112.6654,567.7922,619.4539,599.8997,495.0187,272.0336,485.8334,127.8306,542.8179,374.5756,423.2277,372.7194,215.3152,503.4798
주말(7월1일),6,중구,필동,7977.4909,269.2009,487.6405,398.3813,284.6917,287.251,205.0389,298.4662,189.2733,433.9481,255.5602,262.2351,258.0112,184.8369,647.1023
주말(7월1일),6,중구,장충동,7761.1218,166.2227,478.486,381.108,285.3029,213.6043,194.7118,287.1193,200.3188,490.6872,337.1725,211.6017,214.3623,198.1866,432.8969
주말(7월1일),6,중구,광희동,11174.3525,197.0671,603.6258,579.9841,520.1588,524.0773,252.2973,355.6472,193.1822,697.7873,462.5407,335.8265,338.0427,314.0615,671.7032
주말(7월1일),6,중구,을지로동,6198.0812,60.9918,282.329,253.6727,348.7484,344.8849,269.728,484.1688,65.9385,238.2123,166.0334,154.6457,234.156,179.4103,502.3498
주말(7월1일),6,중구,신당동,16035.4292,226.4591,841.6445,843.8137,748.6553,508.972,298.546,540.0777,182.554,680.0105,778.4852,612.6583,526.483,342.036,985.6405
주말(7월1일),6,중구,다산동,16832.5673,398.3851,713.0745,764.4305,681.963,545.1233,380.8107,840.3113,408.8677,772.5477,712.4215,594.9265,638.8598,344.1862,1424.6614
주말(7월1일),6,중구,약수동,19520.061,356.8612,670.7518,917.6395,742.1148,721.3818,481.881,1058.7762,360.3865,689.4019,930.0107,754.9693,886.8784,642.8133,2082.8521
주말(7월1일),6,중구,청구동,14808.2128,268.533,491.7191,594.7762,585.8736,487.9754,324.4168,788.2981,343.4265,576.6318,649.6265,582.501,610.1579,360.2637,1487.1736
주말(7월1일),6,중구,신당제5동,13089.7562,324.4671,501.0391,608.4074,551.5755,447.2604,225.1925,543.3461,205.7297,547.7377,609.2179,526.456,527.0249,352.4506,962.6679
주말(7월1일),6,중구,동화동,8639.7401,165.8842,345.1604,332.8382,342.1501,311.7723,202.4789,412.4655,230.3629,316.8734,354.1304,360.918,370.0747,269.0838,640.1473
주말(7월1일),6,중구,황학동,12998.0719,175.3798,556.4408,660.7225,482.8956,498.7894,273.9313,510.7077,225.6922,677.7345,665.827,480.3746,532.8957,332.1593,868.7438
주말(7월1일),6,중구,중림동,6885.1528,106.5242,306.9338,360.4474,358.546,259.5415,169.944,392.7349,108.2402,338.2561,324.4,224.1463,240.3671,193.3471,432.5829
주말(7월1일),6,용산구,후암동,16033.8164,410.0628,635.5346,669.6643,678.2925,503.4587,298.0973,674.5899,340.5658,658.6666,761.3437,629.8205,634.0404,457.1492,1367.1331
주말(7월1일),6,용산구,용산2가동,11979.8204,221.3117,583.3544,699.9762,476.3206,376.8809,253.2853,460.2806,242.8243,654.3495,621.1954,441.5863,464.2327,310.8554,1051.2154
주말(7월1일),6,용산구,남영동,11948.2954,235.3771,597.2071,549.0357,552.3805,519.4349,318.0596,622.6521,219.5872,633.2578,460.9072,386.0926,462.7454,240.9361,658.9825
주말(7월1일),6,용산구,청파동,23559.8989,682.1993,1183.1066,980.6677,928.3498,694.9064,411.503,1084.3757,722.9829,1484.985,942.5628,822.0687,822.742,528.6462,1583.9161
주말(7월1일),6,용산구,원효로제1동,15219.4542,286.9687,606.8725,908.611,642.0971,494.6838,229.1564,602.9945,279.1623,767.9011,858.5774,522.7721,511.3052,315.3461,884.9461
주말(7월1일),6,용산구,원효로제2동,14054.0641,386.2122,397.0494,596.0257,689.7944,527.7408,303.2258,533.8067,466.6455,489.7717,600.5457,616.6411,501.6132,440.1383,1134.745
주말(7월1일),6,용산구,효창동,10704.3602,328.0995,428.2753,404.7331,398.3854,330.3821,200.4429,675.6806,258.7374,428.2933,485.9404,377.5835,372.263,301.1603,905.1879
주말(7월1일),6,용산구,용문동,10212.6867,226.2889,343.9974,405.695,424.9576,338.8574,212.9937,502.452,297.2834,386.1262,491.7598,416.6673,391.3848,283.5516,751.0612
주말(7월1일),6,용산구,한강로동,28905.5915,455.939,1265.4249,1566.6237,1289.7384,1108.2762,595.7911,1504.4508,429.7153,1428.0573,1356.8707,1078.9867,1002.7207,569.0436,2051.8267
주말(7월1일),6,용산구,이촌제1동,27629.5671,672.6894,598.7898,1056.6693,1471.529,897.3128,646.5904,1413.9827,619.4553,731.0006,1205.6152,1317.001,962.0052,696.092,2715.2925
주말(7월1일),6,용산구,이촌제2동,9947.8743,190.4689,308.0916,446.4479,395.1844,347.3715,260.0842,395.5547,204.5713,386.5814,373.2328,442.4206,447.2179,236.0388,1117.7575
주말(7월1일),6,용산구,이태원제1동,13201.0738,284.0911,1363.6196,740.1069,388.0123,351.8221,226.7853,544.2296,166.0566,1076.6409,520.1614,388.8173,356.6176,182.2028,748.0729
주말(7월1일),6,용산구,이태원제2동,13770.4344,212.8252,695.2102,811.2795,489.0854,312.99,232.0356,546.1587,188.4242,855.6758,764.1773,450.5348,475.9603,408.6123,1019.9742
주말(7월1일),6,용산구,한남동,28249.9929,469.9285,1521.811,1636.6592,1236.9221,898.5182,467.6681,1058.7743,436.4231,1467.3613,1481.7986,1132.4185,884.0159,776.9018,2028.9805
주말(7월1일),6,용산구,서빙고동,16499.5759,426.0734,488.3224,495.4915,881.7821,652.1218,414.7658,888.9958,469.4998,498.0806,619.3279,775.7177,533.9571,441.6422,1813.203
주말(7월1일),6,용산구,보광동,13134.8234,280.8701,795.6669,690.01,546.3113,402.3905,231.2201,514.3458,212.3714,631.9229,678.869,548.0447,440.7577,395.0801,1022.5914
주말(7월1일),6,성동구,왕십리제2동,12300.9143,311.3761,447.0319,554.4814,425.959,405.2335,226.1598,500.9769,262.713,522.766,610.1622,455.2187,508.0724,356.2111,825.5182
주말(7월1일),6,성동구,왕십리도선동,25182.1698,424.4174,1209.1592,1052.7498,975.6845,905.5953,511.8663,1003.9793,485.7747,1305.4302,1141.4732,949.3623,1048.0487,588.598,1776.3624
주말(7월1일),6,성동구,마장동,27482.896,731.2242,1438.0537,1034.4489,1087.4247,942.2409,593.7139,1058.6467,730.7663,1329.9677,1077.3767,1041.6589,1075.1491,758.3364,2024.6798
주말(7월1일),6,성동구,사근동,17664.8188,648.7267,1815.5296,534.2274,529.836,543.5506,258.0612,566.7396,666.786,1068.53,376.5531,435.8123,425.8566,348.4679,941.1164
주말(7월1일),6,성동구,행당제1동,23720.0868,521.6317,983.3071,1115.0266,894.7111,849.8145,417.2012,959.8333,469.1893,1139.6001,1183.3615,943.2002,929.1314,616.0598,1604.1051
주말(7월1일),6,성동구,행당제2동,23092.28,560.7304,583.5131,1006.4799,951.4585,728.3494,409.8893,1187.5641,544.2472,772.0049,1205.2457,950.3779,846.5743,660.9408,1952.948
주말(7월1일),6,성동구,응봉동,17886.6234,400.8508,413.6937,726.8897,829.9514,554.2889,354.8958,786.7156,423.519,550.8947,890.7478,883.7733,729.8748,469.0011,1654.2801
주말(7월1일),6,성동구,금호1가동,17533.4483,357.3897,421.7933,848.7923,855.1406,588.7434,367.7033,705.7631,426.8205,541.4564,1030.3755,674.5842,731.4293,450.5072,1329.5375
주말(7월1일),6,성동구,금호2.3가동,28386.8696,644.7517,801.0473,1347.182,1175.3997,868.7123,638.8849,1174.7367,587.3111,848.6551,1388.3927,1154.6633,1038.7524,796.6779,2160.7536
주말(7월1일),6,성동구,금호4가동,8016.1516,178.8465,242.1238,442.0543,333.7955,252.4065,139.0483,309.7708,149.0949,238.7237,470.6656,315.2871,294.589,255.2112,660.1579
주말(7월1일),6,성동구,옥수동,29670.2137,450.5862,869.2732,1460.382,1159.885,972.3227,602.5277,1548.5087,590.5912,991.4556,1735.132,1146.9823,1013.7662,841.5608,2354.3415
주말(7월1일),6,성동구,성수1가제1동,16542.615,459.3567,685.4055,750.5584,747.471,670.2871,362.5962,698.6779,407.096,631.5817,630.3511,702.7092,754.6229,351.4925,962.8666
주말(7월1일),6,성동구,성수1가제2동,16637.882,371.6856,864.3175,763.4333,668.3048,707.5641,330.9877,706.0957,298.8851,815.2236,691.5923,599.6359,702.055,368.2406,919.3925
주말(7월1일),6,성동구,성수2가제1동,19275.4253,431.8459,851.9922,888.7149,789.2016,996.1782,417.4508,693.3615,384.8467,714.0979,646.2517,747.0552,894.5521,566.2188,1112.5153
주말(7월1일),6,성동구,성수2가제3동,16594.4762,306.5095,853.0914,914.8568,643.564,751.1582,391.2679,788.2105,255.0395,858.3687,668.8799,508.8778,693.0313,448.6409,1046.2984
주말(7월1일),6,성동구,송정동,10468.416,147.3926,587.457,580.4247,412.716,429.7439,218.5022,345.5165,193.7609,544.8291,445.5065,412.8279,371.7037,206.4485,483.6379
주말(7월1일),6,성동구,용답동,19350.8475,359.4314,999.9162,837.4661,956.1529,787.2122,391.3905,956.7042,412.5042,972.6562,664.7465,821.4687,754.4288,498.5581,1538.2671
주말(7월1일),6,광진구,화양동,37381.2766,993.3956,3547.5594,1297.0991,948.3927,865.7684,475.7403,885.6556,1080.7991,3438.9282,1166.8613,836.4992,893.7575,601.3888,1581.4402
주말(7월1일),6,광진구,군자동,19874.3576,514.0952,1325.9332,884.7909,610.3941,654.1947,309.2925,643.6511,482.8842,1236.0988,829.3829,658.2786,702.0287,382.9693,986.1948
주말(7월1일),6,광진구,중곡제1동,17518.9508,380.0375,826.4138,842.4577,652.8247,632.2785,372.5975,712.0442,305.1031,904.3175,791.9169,619.9427,743.2548,394.8969,1075.2893
주말(7월1일),6,광진구,중곡제2동,23326.5926,576.5315,1170.1481,1082.4081,888.6078,777.256,482.0813,900.2945,481.735,1340.7439,1160.7022,839.3328,979.9223,616.0201,1367.1501
주말(7월1일),6,광진구,중곡제3동,18968.2394,500.4857,749.5546,798.6132,715.2994,821.5395,461.6429,729.5795,376.8417,710.0725,815.1662,716.6685,914.2577,554.2652,1460.2004
주말(7월1일),6,광진구,중곡제4동,33328.1225,932.649,1274.736,1238.3615,1308.8835,1240.3055,788.8766,1611.1489,845.2677,1162.9139,1369.6937,1365.1184,1466.134,993.9549,2493.1851
주말(7월1일),6,광진구,능동,14105.1342,302.0783,779.2061,768.0393,412.3722,432.014,281.9938,579.4024,295.0428,922.2162,634.3063,479.0149,493.1692,359.3544,884.5123
주말(7월1일),6,광진구,광장동,42315.0208,1693.256,926.4322,1235.4524,2314.9855,1460.948,725.1854,1529.0046,1609.3895,1147.0837,1809.8534,2470.2907,1365.2912,732.158,2633.884
주말(7월1일),6,광진구,자양제1동,27577.0554,657.4612,1426.4383,1142.5108,941.7111,1047.9215,607.743,974.9925,586.1951,1522.3251,1173.1763,1032.7147,1089.997,692.0432,1742.889
주말(7월1일),6,광진구,자양제2동,26812.5936,639.1168,1042.7902,1269.1642,1010.4232,947.2656,543.3395,1142.4602,525.2759,1094.8681,1282.7179,1084.1094,1178.9852,700.7581,1485.25
주말(7월1일),6,광진구,자양제3동,22588.4715,644.8441,796.348,1043.8928,911.1364,837.2834,445.9176,1021.8486,566.0424,845.6641,1005.2581,894.3622,962.5981,489.0528,1418.7427
주말(7월1일),6,광진구,자양제4동,25725.1311,452.3753,1250.0025,1050.8831,1135.7005,1235.2239,579.2096,1041.9939,463.8698,1186.1197,905.2524,926.6989,1163.8859,629.953,1982.3487
주말(7월1일),6,광진구,구의제1동,24938.3658,571.9341,1460.2797,1191.977,963.5185,806.9897,364.5271,1067.9914,633.6249,1418.707,1099.4691,988.7002,915.1559,686.7964,1537.4704
주말(7월1일),6,광진구,구의제2동,27258.214,750.2162,956.2283,1133.0087,1079.5327,861.6952,609.0028,1216.9713,793.5589,902.2209,1240.2051,1189.3561,1217.5693,755.5371,1800.9152
주말(7월1일),6,광진구,구의제3동,31672.2036,810.2924,1085.4944,1231.216,1299.9744,993.0683,596.8177,1440.5061,870.905,1129.092,1237.6214,1497.3939,1318.7912,694.6618,2094.8941
주말(7월1일),6,동대문구,용신동,38393.6932,794.3285,1980.8048,1631.2849,1533.2343,1481.003,928.1458,2071.3079,842.488,1872.1726,1555.6805,1290.6083,1475.7907,1019.9529,3016.4145
주말(7월1일),6,동대문구,제기동,31083.2868,663.6551,1717.7697,1047.456,1114.6114,1061.5208,745.4919,1991.9743,746.1122,1187.5521,835.4839,946.9501,1034.3557,892.3142,3078.8348
주말(7월1일),6,동대문구,전농제1동,34028.7962,850.0816,1329.1081,1379.2624,1407.7434,1331.222,735.9775,1954.1181,786.4469,1199.3933,1214.2809,1239.47,1379.7322,847.2836,2637.9182
주말(7월1일),6,동대문구,전농제2동,17259.1655,421.3268,572.4988,616.1866,728.2563,624.5318,412.1502,877.2421,508.6866,507.1703,743.5826,640.6585,738.7031,426.0611,1355.0525
주말(7월1일),6,동대문구,답십리제1동,24912.2212,560.8104,1005.8351,1160.5806,970.2544,972.3579,469.0099,981.7168,491.6532,1011.1206,1095.8241,1051.9179,835.7988,577.6579,1965.0344
주말(7월1일),6,동대문구,답십리제2동,25765.5838,637.7796,832.0289,1017.0004,1140.3256,990.7111,551.5387,1377.7075,632.8021,832.2535,1042.8802,1005.1479,1055.9412,799.2454,2431.2186
주말(7월1일),6,동대문구,장안제1동,34698.5722,633.657,1365.4096,1838.6069,1430.8176,1342.0221,904.0682,1522.3437,616.4481,1282.7262,1662.4841,1356.7875,1414.0556,897.3333,2354.5139
주말(7월1일),6,동대문구,장안제2동,30835.3622,711.287,1045.0454,1559.6406,1355.5059,1041.827,750.0875,1366.3614,704.2112,997.9398,1382.5106,1279.6156,1111.5755,888.4557,2226.2389
주말(7월1일),6,동대문구,청량리동,20636.8556,375.3867,777.8304,707.8918,799.9473,857.2547,496.3762,1463.1167,465.2168,652.4523,685.9359,705.8546,891.436,697.8869,2430.7948
