사업장명,소재지전체주소,시군구명,읍면동명,소재지면적,시설총규모,전화번호,위치정보(X),위치정보(Y)
103비어(beer),서울특별시 강북구 미아동 811번지 두산위브트레지움 1단지상가 103호 ,강북구,미아동,,0,02  986 0678,201636.0807,457682.2965
맛닭꼬 삼양사거리점,서울특별시 강북구 미아동 811번지 외 1필지 1단지 상가동 지하2층 107호,강북구,미아동,46,46,,201636.0807,457682.2965
두만이통닭(미아점),서울특별시 강북구 미아동 811번지 지하2층 104호 ,강북구,미아동,35.43,35.43,,201636.0807,457682.2965
페리카나치킨,서울특별시 강북구 미아동 833-12번지 ,강북구,미아동,27.2,27.2,29815202,201483.5188,458428.8896
한국통닭 삼양점,서울특별시 강북구 미아동 833-27번지 1층 ,강북구,미아동,63.5,63.5,02  945 5292,201490.0003,458406.0744
가마로(미아점),서울특별시 강북구 미아동 838-81번지 ,강북구,미아동,20.16,20.16,,201439.6261,457845.3259
짱호프,서울특별시 강북구 미아동 838-8번지 ,강북구,미아동,136.3,136.3,,201623.8461,457855.9838
달콤한 닭강정,서울특별시 강북구 미아동 839-223번지 ,강북구,미아동,34.84,34.84,29809291,201354.9619,457855.8831
마미스 치킨호프,서울특별시 강북구 미아동 84-10번지 1층 ,강북구,미아동,51.25,51.25,02   9848592,203078.9639,457245.2566
치킨플러스 미아2호점,서울특별시 강북구 미아동 84-7번지 2층 ,강북구,미아동,30.22,30.22,,203082.2258,457286.7363
만복이호프,서울특별시 강북구 미아동 856-4번지 (방천길22)(지상1층) ,강북구,미아동,29.7,29.7,29897388,202964.9983,456938.2777
아지트,서울특별시 강북구 미아동 860-163번지 지상2층 ,강북구,미아동,48.72,48.72,29452272,202746.646,457186.1839
달려라봉주비어,서울특별시 강북구 미아동 860-16번지 (하천길 18) ,강북구,미아동,25.46,25.46,,202779.3583,456972.9574
알뱅이,서울특별시 강북구 미아동 860-17번지 (지하1층)(하천길 26) ,강북구,미아동,45.22,45.22,,202826.6434,456934.9535
포앤반 미아사거리역점,"서울특별시 강북구 미아동 860-188번지 1,2층 ",강북구,미아동,110.77,110.77,200000000,202734.8983,457028.9668
삼구포차 미아사거리점,서울특별시 강북구 미아동 860-188번지 지하1층 ,강북구,미아동,120.54,120.54,02 9887167,202734.8983,457028.9668
시크릿,서울특별시 강북구 미아동 860-189번지 ,강북구,미아동,51.48,51.48,,202745.0744,457018.3722
장촌,서울특별시 강북구 미아동 860-19번지 ,강북구,미아동,63,0,02  984 5955,202924.1889,456869.4429
애플,서울특별시 강북구 미아동 860-19번지 ,강북구,미아동,58.54,58.54,29873067,202924.1889,456869.4429
싱싱오징어바다,서울특별시 강북구 미아동 860-23번지 (하천길 17)(지상1층) ,강북구,미아동,82.95,82.95,29453111,202797.148,456984.5117
레이싱,서울특별시 강북구 미아동 860-241번지 (지상6층) ,강북구,미아동,109.34,109.34,02 9458659,202737.0643,456995.7115
가족,서울특별시 강북구 미아동 860-262번지 ,강북구,미아동,50.16,50.16,29878476,202771.2845,456976.48
백스비어,서울특별시 강북구 미아동 860-262번지 2층 ,강북구,미아동,,0,,202771.2845,456976.48
백스비어 미아사거리역점,서울특별시 강북구 미아동 860-262번지 3층 ,강북구,미아동,43,43,,202771.2845,456976.48
LP와 음악사랑,서울특별시 강북구 미아동 860-296번지 ,강북구,미아동,30,30,29355835,202739.2275,457146.2121
물고기자리,서울특별시 강북구 미아동 860-29번지 ,강북구,미아동,176.4,176.4,,202842.9667,456949.5195
오사카블루스,서울특별시 강북구 미아동 860-29번지 (하천길 25) ,강북구,미아동,91.9,91.9,,202842.9667,456949.5195
신의주 부대찌개,서울특별시 강북구 미아동 860-327번지 ,강북구,미아동,61.29,61.29,,201959.3172,457708.8295
브롱스 미아사거리점,서울특별시 강북구 미아동 860-33번지 (도봉로8길)(2층) ,강북구,미아동,75.9,75.9,,202881.8273,456904.0101
옛날포차,서울특별시 강북구 미아동 860-33번지 (하천길 33)(지상1층) ,강북구,미아동,76,76,29874382,202881.8273,456904.0101
육회지존,서울특별시 강북구 미아동 860-38번지 ,강북구,미아동,42.51,42.51,29458958,202790.9675,456964.2139
오뎅 n 사케,서울특별시 강북구 미아동 860-41번지 ,강북구,미아동,4.12,4.12,,202861.2523,456895.8465
쪽쪽이네,서울특별시 강북구 미아동 860-46번지 ,강북구,미아동,35.1,35.1,02  987 3376,202933.0216,456826.7748
오사카부루스 삼양사거리점,서울특별시 강북구 미아동 860-75번지 (솔샘길 82)(지상2층) ,강북구,미아동,74.6,74.6,,201883.2898,457778.8944
해성,서울특별시 강북구 미아동 864-7번지 ,강북구,미아동,68,68,,202632.8279,457014.9309
옥돌바베큐,서울특별시 강북구 미아동 867-110번지 ,강북구,미아동,22.01,22.01,,201573.2946,458369.1758
필링,서울특별시 강북구 미아동 867-191번지 (큰마을길 145) ,강북구,미아동,21.73,21.73,29871756,201661.2748,458326.2242
미가호프치킨,서울특별시 강북구 미아동 867-32번지 ,강북구,미아동,23,23,020 989 1929,201772.384,458098.1879
러브샷,서울특별시 강북구 미아동 867-98번지 (큰마을길 127)(지상1층) ,강북구,미아동,24.4,24.4,,201809.9892,458223.5132
스시블럭,서울특별시 강북구 미아동 9-14번지 ,강북구,미아동,50.14,50.14,,203067.7448,456998.708
또래오래 북서울숲점,서울특별시 강북구 번동 148-133번지 (오현길 163) ,강북구,번동,63.84,63.84,02  984 9595,203268.829,458600.9172
또와유호프,서울특별시 강북구 번동 148-312번지 지층 b01호,강북구,번동,37.6,37.6,29865592,203041.7005,458553.4034
찰리네 맥주,서울특별시 강북구 번동 148-42번지 ,강북구,번동,29.92,29.92,,203319.8877,458651.7548
꼬꼬랜드 장땡포차,서울특별시 강북구 번동 159-7번지 (지상1층) ,강북구,번동,87.78,87.78,02  63427423,203553.6339,458670.6213
찰스키친,서울특별시 강북구 번동 161-2번지 대복빌딩 ,강북구,번동,59.4,59.4,,203564.2232,458698.684
팩트 닭,서울특별시 강북구 번동 165-1번지 1층 ,강북구,번동,72.6,72.6,02  985 1117,203689.357,458668.2565
서울전,서울특별시 강북구 번동 169-1번지 (궁안길 33)(지상1층) ,강북구,번동,42.9,42.9,,203622.8847,458633.284
정드린치킨(우인자),서울특별시 강북구 번동 178-1번지 ,강북구,번동,26.5,26.5,,203733.5665,458721.6032
숲풀림철판곱창구이막창,서울특별시 강북구 번동 178-1번지 ,강북구,번동,19.72,19.72,29813181,203733.5665,458721.6032
서울번동점 꼬지사께,서울특별시 강북구 번동 178-2번지 1층 ,강북구,번동,39.42,39.42,,203728.1421,458707.8467
또봉이 통닭,서울특별시 강북구 번동 178-3번지 (지상1층) ,강북구,번동,56.1,56.1,02 9897393,203717.1947,458696.2793
나이스치킨,서울특별시 강북구 번동 179-2번지 ,강북구,번동,21,21,,203748.2984,458691.8559
박씨부인,서울특별시 강북구 번동 184번지 ,강북구,번동,74.23,74.23,,203805.1687,458643.689
자이언트,서울특별시 강북구 번동 234-2번지 주공아파트4단지상가 107호,강북구,번동,19.76,19.76,02 9870525,203378.1395,459153.0697
치킨클럽 번동점,서울특별시 강북구 번동 241-0번지 ,강북구,번동,35.78,35.78,29844597,204129.7266,458668.0884
티바두마리치킨,서울특별시 강북구 번동 242-1번지 (앞들길 17) 유치원상가 2호 ,강북구,번동,22.2,22.2,29829982,204047.6362,458437.2304
엉클스 파스타,서울특별시 강북구 번동 242-4번지 상가104호 ,강북구,번동,39.33,39.33,29899097,204161.9278,458509.0768
마미스 치킨,서울특별시 강북구 번동 242-4번지 주공1단지 101호 ,강북구,번동,18.2,18.2,29885100,204161.9278,458509.0768
오가닭,서울특별시 강북구 번동 268번지 ,강북구,번동,67.13,67.13,02 9862112,203850.437,458758.604
돼닭,서울특별시 강북구 번동 269-1번지 ,강북구,번동,46.8,46.8,,203834.5607,458735.9318
오븐마루치킨,서울특별시 강북구 번동 269-2번지 ,강북구,번동,52.36,52.36,,203816.3473,458747.355
번동옛날치킨,서울특별시 강북구 번동 306-2번지 (오얏나무길 5)(지상1층) ,강북구,번동,52.37,52.37,02 9809290,203445.9314,458831.5244
페리카나치킨,서울특별시 강북구 번동 307번지 ,강북구,번동,25.73,25.73,29869200,203517.7885,458759.3689
비비큐치킨,서울특별시 강북구 번동 309-0번지 (오현길 196)(지상1층) ,강북구,번동,26.4,26.4,29809992,203519.817,458804.1431
굽네치킨,서울특별시 강북구 번동 330-1번지 ,강북구,번동,,0,02 9869494,203249.4006,459098.4499
처갓집,서울특별시 강북구 번동 411-17번지 1층좌측 ,강북구,번동,23,23,29872443,202629.538,459587.6341
오패산 포차,서울특별시 강북구 번동 411-47번지 ,강북구,번동,36,36,,202515.9902,459532.8663
형님먼저 아우먼저 소주방,서울특별시 강북구 번동 411-8번지 (지하1층) ,강북구,번동,104.4,104.4,,202519.4701,459515.2071
북부치킨,서울특별시 강북구 번동 411-95번지 지상1층 ,강북구,번동,15.81,15.81,29066919,202658.1654,459590.0249
오아시스 식당,서울특별시 강북구 번동 413-3번지 (북부시장길 18) ,강북구,번동,24,24,,202678.1676,459625.1526
황금통닭,서울특별시 강북구 번동 413-3번지 강북 북부시장 가동 03호,강북구,번동,79.27,79.27,,202678.1676,459625.1526
멕시칸바베큐,서울특별시 강북구 번동 414-25번지 ,강북구,번동,52.43,52.43,29063503,202502.307,459616.8661
좋은세상,서울특별시 강북구 번동 415-21번지 (지하1층) ,강북구,번동,77.9,77.9,29084810,202462.759,459659.9974
러브호프,서울특별시 강북구 번동 415-36번지 (지상2층) ,강북구,번동,62.08,62.08,29993407,202426.5699,459694.9012
옛날통닭,서울특별시 강북구 번동 416-121번지 (경찰서서길 15) ,강북구,번동,62.82,62.82,02  907 6022,202403.3193,459849.9894
데굴데굴(번동점),서울특별시 강북구 번동 417-2번지 (한천로 1019)(지상1층) ,강북구,번동,,0,29977947,202512.0737,459895.9951
파미르,서울특별시 강북구 번동 417-99번지 (지상2층) ,강북구,번동,,0,29064469,202498.924,459906.6027
고향가마솥곰탕,서울특별시 강북구 번동 418-10번지 (경찰서서길 24)(지상 1층) ,강북구,번동,65.44,65.44,,202346.9962,459814.4168
수유교동반점,서울특별시 강북구 번동 418-23번지 ,강북구,번동,108.46,108.46,29020877,202306.5512,459797.4395
정거장호프,서울특별시 강북구 번동 430-41번지 (창동길 8) ,강북구,번동,20.7,20.7,,203086.8167,459570.6272
포장마차,서울특별시 강북구 번동 430-62번지 (한천로942) ,강북구,번동,21,21,29902172,203125.8167,459482.0512
너나들이,서울특별시 강북구 번동 430-68번지 (한천로 942)((지상1층) ,강북구,번동,25.9,25.9,02 9006999,203142.0695,459470.3815
종점다방호프,서울특별시 강북구 번동 430-68번지 지하1층 ,강북구,번동,75.11,75.11,,203142.0695,459470.3815
비에이치시(bhc),서울특별시 강북구 번동 443-119번지 1층 ,강북구,번동,37.96,37.96,,202482.3991,459546.0198
테마,서울특별시 강북구 번동 443-94번지 지하1층 ,강북구,번동,104.17,104.17,,202274.6196,459493.4221
숲속여행,서울특별시 강북구 번동 444-1번지 ,강북구,번동,71.64,71.64,29980674,202416.4152,459668.5648
호식이네 포차,서울특별시 강북구 번동 444-23번지 ,강북구,번동,19.25,19.25,29030766,202479.1455,459591.3311
가야,서울특별시 강북구 번동 444-3번지 지하1층 ,강북구,번동,,0,,202460.2538,459631.4074
치킨주막(번동점),서울특별시 강북구 번동 445-25번지 (오패산길 405 -1) ,강북구,번동,52.2,52.2,29040032,202383.0089,459696.4396
닭발먹은새우,서울특별시 강북구 번동 445-3번지 1층 ,강북구,번동,56.2,56.2,,202363.8584,459712.2625
뭉치포차,서울특별시 강북구 번동 445-62번지 ,강북구,번동,92,92,,202355.809,459718.8388
에이(A),서울특별시 강북구 번동 445-62번지 (오패산길 409-1)(지상2층) ,강북구,번동,55.77,55.77,,202355.809,459718.8388
가든호프,서울특별시 강북구 번동 446-13번지 (지하130호) ,강북구,번동,24.84,24.84,29556544,202223.4906,459723.9965
깊은샘청학동,서울특별시 강북구 번동 446-1번지 (지상2층) ,강북구,번동,81.76,81.76,,202308.3415,459758.4602
천년지애,서울특별시 강북구 번동 446-46번지 (지하1층) ,강북구,번동,113.85,113.85,29923858,202280.6216,459779.6013
신촌 갈비국밥,서울특별시 강북구 번동 448-2번지 (화계사길 82) ,강북구,번동,100.79,100.79,02 904 8855,202170.7468,459489.8562
꼬꼬 다 꼬꼬,서울특별시 강북구 번동 459-60번지 1층 ,강북구,번동,19.24,19.24,,202893.277,459780.0614
다오시오,서울특별시 강북구 번동 459-64번지 ,강북구,번동,50.2,50.2,,202731.54,459882.7076
한잔할까?,서울특별시 강북구 번동 461-114번지 ,강북구,번동,34,34,,202606.6424,459868.1591
일초닭발 후라이드 골뱅이,서울특별시 강북구 번동 461-78번지 ,강북구,번동,57.64,57.64,29929061,202551.9784,459995.3457
수유왕노가리,서울특별시 강북구 번동 461-98번지 ,강북구,번동,54.67,54.67,02  952 9999,202515.8243,459940.2813
인디오숯불바베큐,서울특별시 강북구 번동 462-110번지 ,강북구,번동,25.08,25.08,,202632.6046,460056.3558
못난이 닭강정,서울특별시 강북구 번동 462-21번지 ,강북구,번동,,0,,202612.0931,460061.6235
문,서울특별시 강북구 번동 463-33번지 ,강북구,번동,12,12,7040241649,202495.5749,459985.5404
맛있는 포장마차,서울특별시 강북구 번동 463-33번지 ,강북구,번동,31.19,31.19,02 9035464,202495.5749,459985.5404
깜꼬치킨,서울특별시 강북구 번동 463-35번지 ,강북구,번동,93.6,93.6,29525413,202570.9178,460111.5964
치킨마루 번동점,서울특별시 강북구 번동 463-42번지 (도봉로 378)(지상1층) ,강북구,번동,,0,29999297,202547.368,460110.5513
쿵푸허술,서울특별시 강북구 번동 463-9번지 (마차길 23) ,강북구,번동,50,50,29959289,202584.7764,460063.6501
오천냥하우스,서울특별시 강북구 번동 464-15번지 ,강북구,번동,81.6,81.6,,202592.6374,460120.7797
오늘(oh)통닭,서울특별시 강북구 번동 464-8번지 ,강북구,번동,142.68,25.41,29940964,202571.4847,460139.6185
통통19공탄구이,서울특별시 강북구 번동 466-32번지 지상1층 ,강북구,번동,36.6,36.6,29984534,202684.3631,460202.1027
비어스카이,서울특별시 강북구 번동 467-36번지 (마차길 38)(지상1층) ,강북구,번동,58.89,58.89,29999644,202647.4553,460136.3973
별난 구구씨네,서울특별시 강북구 번동 468-1번지 ,강북구,번동,45,45,,202638.5933,460122.296
두두바베큐,서울특별시 강북구 번동 468-2번지 (마차길 34)(지상1층) ,강북구,번동,17.8,17.8,,202635.1365,460111.5774
또래오래,서울특별시 강북구 번동 471-1번지 (지상1층) ,강북구,번동,57.96,57.96,29057075,202886.7743,460142.6531
네네치킨(번동점),서울특별시 강북구 번동 510-35번지 ,강북구,번동,33,33,,203045.482,459262.9339
언니포차,서울특별시 강북구 수유동 10-1번지 ,강북구,수유동,30.4,30.4,,201987.4084,459922.6375
